0?09:25?10:00?35?(25+10)?Alessandro?Lovato?Neural-network quantum states for atomic nuclei?regular?lovato?Argonne National Laboratory
3?10:00?10:25?20?(15+5)?Kaelan?Donatella?Critical quench dynamics with autoregressive neural quantum states?short?donatella?Université de Paris
2?10:25?11:00?30??Break???break?break?EPFL
4?11:00?11:25?20?(15+5)?Damian?Hofmann?Neural quantum state simulation of quantum spin liquid systems?short?hofmann?Max Planck Institute for the Structure and Dynamics of Matter
5?11:25?11:50?30?(15+5)?Giulia?Mazzola?Gauge invariant quantum circuits for Yang-Mills lattice gauge theories?short?mazzolaj?ETH Zurich
8?11:50?14:00?30??Closing remarks and Farewell Lunch???break?lunch?EPFL
