0?09:15?09:50?35?(25+10)?Alba?Cervera-Lierta?Noisy Intermediate-Scale Quantum computation?regular?cervera-lierta?Barcelona Supercomputing Center
1?09:50?10:25?35?(25+10)?Balint?Koczor?Recent advances in variational quantum algorithms and error mitigation?regular?koczor?University of Oxford
2?11:00?11:35?35?(25+10)?Sofia?Vallecorsa?The  CERN Quantum Technology Initiative?regular?vallecorsa?CERN
3?11:35?11:55?20?(15+5)?Paolo?Stornati?A study of the dimensional expressivity of Parametric quantum circuit?short?stornati?ICFO
4?11:55?12:30?35?(25+10)?Irene?López Gutiérrez?Quantum Process Tomography from Time-Delayed Measurements?regular?lopez gutierrez?Technical University Munich
5?13:45?14:20?35?(25+10)?Marton?Kanasz-Nagy?TBA?regular?kanasz-nagy?Max Planck Institute
6?14:20?14:55?35?(25+10)?Federico?Becca?TBA?regular?becca?University of Trieste
7?15:25?16:00?35?(25+10)?Tyson?Jones?Simulating variational algorithms with QuESTlink?regular?jones?University of Oxford
8?16:00?16:35?35?(25+10)?Jiahao?Yao?Hybrid Optimization of Variational Quantum Circuits: from the perspective of Reinforcement Learning and Counter-Diabatic Driving ?regular?yao?University of California, Berkeley
9?16:35?17:35?60??Discussion???discuss?--?University of California, Berkeley
