0?09:15?10:15?60?(45+15)?Max?Welling?The PDE prior?spotlight?welling?Microsoft Research
1?10:15?10:35?35?(25+10)?Gian-Luca?Anselmetti?Local, expressive, quantum-number-preserving VQE ansätze for fermionic systems?short?anselmetti?Covestro / University of Cologne
2?10:35?11:05?30??Break???break?break?EPFL
3?11:05?11:50?35?(25+10)?Juan?Carrasquilla?Variational Neural Annealing?regular?carrasquilla?Vector Institute
4?11:50?12:30?35?(25+10)?Enrico?Rinaldi?Neural quantum states for supersymmetric quantum gauge theories?regular?rinaldi?University of Michigan
5?12:30?13:45?1:30??Lunch???break?lunch?EPFL
6?13:45?14:45?60?(45+15)?Tess?Smidt?Degeneracy in Symmetry Preserving Neural Networks?spotlight?smidt?MIT
7?14:45?15:20?35?(25+10)?Nobuyuki?Yoshioka?Variational representations in noisy quantum states?regular?yoshioka?University of Tokyo
8?15:20?15:50?30??Break???break?break?EPFL
7?15:50?16:25?35?(25+10)?TBA???regular?--?
10?16:25?18:05?100??Discussion???discuss?--?
