0?09:15?09:50?35?(25+10)?Ed?Barnes?TBA?regular?barnes?Virginia Tech
1?09:50?10:25?35?(25+10)?Gian-Luca?Anselmetti?Local, expressive, quantum-number-preserving VQE ansätze for fermionic systems?regular?anselmetti?Covestro / University of Cologne
2?10:25?10:45?20??Break???break?--?Covestro / University of Cologne
3?10:45?11:05?20?(15+5)?Kaelan?Donatella?Critical quench dynamics with autoregressive neural quantum states?short?donatella?Université de Paris
4?11:05?11:25?20?(15+5)?Damian?Hofmann?Neural quantum state simulation of quantum spin liquid systems?short?hofmann?Max Planck Institute for the Structure and Dynamics of Matter
5?11:25?11:45?20??Break???break?--?Max Planck Institute for the Structure and Dynamics of Matter
6?11:45?12:05?20?(15+5)?Giulia?Mazzola?Gauge invariant quantum circuits for Yang-Mills lattice gauge theories?short?mazzola?ETH Zurich
7?12:05?12:40?35?(25+10)?Alessandro?Lovato?Neural-network quantum states for atomic nuclei?regular?lovato?Argonne National Laboratory
8?12:40?14:00?80??End & lunch???break?--?Argonne National Laboratory
