0?09:15?10:15?60?(45+15)?Max?Welling?The PDE prior?spotlight?welling?Microsoft Research
1?10:15?10:50?35?(25+10)?Faris?Sbahi?Select your metric and symmetries carefully: achieving provable efficiency?regular?sbahi?Google X
2?10:50?11:20?30??Break???break?break?EPFL
3?11:20?11:55?35?(25+10)?Juan?Carrasquilla?TBA?regular?carrasquilla?Vector Institute
4?11:55?12:30?35?(25+10)?Enrico?Rinaldi?Neural quantum states for supersymmetric quantum gauge theories?regular?rinaldi?University of Michigan
5?12:30?13:45?1:30??Lunch???break?break?EPFL
6?13:45?14:45?60?(45+15)?Tess?Smidt?Degeneracy in Symmetry Preserving Neural Networks?spotlight?smidt?MIT
7?14:45?15:20?35?(25+10)?Olivier?Gauthé?Implementation of abelian and non-abelian symmetries in tensor networks?regular?gauthe?EPFL
8?15:20?15:50?30??Break???break?break?EPFL
9?15:50?16:25?35?(25+10)?Nobuyuki?Yoshioka?Variational representations in noisy quantum states?regular?yoshioka?University of Tokyo
10?16:25?18:05?100??Discussion???discuss?--?University of Tokyo
